VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
8112,MOET HENNESSY USA INC,42188,Moet & Chandon Nectar Imp Rs,34.01,52.99,750.0,29829,1014484.29,29498.0,1533634.52,132343.67,3314.23,48347.26,519150.23,33.850974481195166,0.9889034161386571,1.5117380674273428
17035,PERNOD RICARD USA,3423,Beefeater,21.25,26.99,1750.0,46163,980963.75,44762.0,1177834.38,367508.00999999995,82244.16,123780.22,196870.6299999999,16.71462756928524,0.9696510192145225,1.2006910347094883
8004,SAZERAC CO INC,5138,Fireball Cinnamon Whisky,11.1,13.99,750.0,87954,976289.4,84289.0,1174428.36,257643.31,66360.95,50293.62,198138.96000000008,16.871098037857333,0.9583304909384451,1.2029510511944512
17035,PERNOD RICARD USA,5734,Malibu Rum,15.82,21.99,1750.0,61639,975128.98,60102.0,1293182.98,315290.18,110429.45,123780.22,318054.0,24.594663316710218,0.9750644883920895,1.3261660831780429
480,BACARDI USA INC,4227,Bacardi Superior Rum Trav,14.17,17.99,1750.0,68294,967725.98,75147.0,1323223.53,177578.65,138074.09,89286.27,355497.55000000005,26.866023913586247,1.100345564764108,1.3673535250133515
4425,MARTIGNETTI COMPANIES,3505,Tito's Handmade Vodka,13.76,18.99,750.0,69299,953554.24,70603.0,1355204.97,331321.58999999997,55584.909999999996,144929.24,401650.73,29.63763702844153,1.0188170103464695,1.4212143506383024
1128,BROWN-FORMAN CORP,1232,Jack Daniels No 7 Black,15.93,22.99,750.0,52932,843206.76,53206.0,1255188.94,394500.86,41888.06,68601.68,411982.17999999993,32.82232394431391,1.0051764528073754,1.4885897499208853
12546,JIM BEAM BRANDS COMPANY,1385,Makers Mark,20.45,26.99,750.0,41048,839431.6,37615.0,1034144.85,396827.64999999997,29615.6,123880.97,194713.25,18.828431046192417,0.9163662054180471,1.231958446644134
8004,SAZERAC CO INC,5103,Fireball Cinnamon Whisky,17.14,23.99,1750.0,44198,757553.72,43533.0,1093841.67,364814.63999999996,79984.58,50293.62,336287.94999999995,30.743750144387892,0.984954070319924,1.4439130072518158
17035,PERNOD RICARD USA,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750.0,13759,742435.64,13210.0,910688.8999999999,453044.27999999997,24275.31,123780.22,168253.2599999999,18.475382756943663,0.960098844392761,1.2266233609151629
3960,DIAGEO NORTH AMERICA INC,2432,Crown Royal,17.59,22.99,750.0,41893,736897.87,41506.0,967005.94,361149.79,32678.12,257032.07,230108.06999999995,23.795931387970583,0.990762179839114,1.3122658910657456
17035,PERNOD RICARD USA,5365,Kahlua,14.84,18.99,750.0,48583,720971.72,48615.0,932815.85,323296.75999999995,38272.73,123780.22,211844.13,22.710176933635935,1.0006586666117778,1.2938314002108156
3960,DIAGEO NORTH AMERICA INC,3876,Smirnoff 80 Proof,13.95,19.99,1750.0,50962,710919.9,64266.0,1210481.34,298050.95999999996,118078.45,257032.07,499561.44000000006,41.26965228559409,1.2610572583493584,1.7026972236956655
1392,CONSTELLATION BRANDS INC,3913,Svedka Vodka,14.28,17.99,1750.0,48481,692308.68,47805.0,875307.95,271014.43,87832.83,79528.99,182999.2699999999,20.906844271207625,0.9860563932262123,1.2643319017753756
8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,71899,691668.38,70351.0,914148.49,232302.78,129253.37,50293.62,222480.11,24.337414811022658,0.9784697979109584,1.3216571935816988
1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,73227,689066.07,72043.0,948838.57,229797.43,132364.71,79528.99,259772.5,27.377944806775723,0.9838311005503435,1.376992151130007
4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,80030,675453.2,78392.0,1095045.04,199092.27,8799.82,144929.24,419591.8400000001,38.31731341388479,0.9795326752467824,1.6212004621489693
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447,645874.71,81723.0,816412.77,171058.77,150149.63,55551.82,170538.06000000006,20.88870559925221,1.0033887067663634,1.2640420152075627
1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,32554,645871.36,32064.0,937915.36,253234.69999999998,33667.2,68601.68,292044.0,31.137564481298185,0.9849480862566812,1.4521705374890752
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,47654,642375.92,47446.0,902489.5399999999,273169.25999999995,87173.56999999999,257032.07,260113.61999999988,28.82178778493099,0.9956352037604398,1.4049243004003011
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,86887,624717.53,86195.0,899110.55,183132.56,158367.21,17932.33,274393.02,30.51827386521046,0.9920356324881743,1.439227341675525
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,101547,612328.41,101339.0,1016328.61,161300.35,22776.05,79528.99,404000.19999999995,39.750942364989605,0.9979516873959842,1.6597769977715062
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,30830,611358.9,29647.0,748067.53,157601.68,23348.15,257032.07,136708.63,18.27490494073443,0.9616282841388258,1.223614361384123
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,54552,610436.88,55710.0,862422.9,241540.93,43861.64,257032.07,251986.02000000002,29.218382304087704,1.0212274527056753,1.4127961927857309
1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750.0,33715,610241.5,32969.0,771010.3099999999,303753.14999999997,25959.91,68601.68,160768.80999999994,20.85170689870541,0.9778733501408868,1.2634511254970366
12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750.0,17537,601519.1,16089.0,823521.11,432234.78,29564.92,123880.97,222002.01,26.957658681026402,0.9174317158008781,1.3690689289833025
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750.0,91140,600612.6,90267.0,890334.41,124833.98,10138.880000000001,144929.24,289721.81000000006,32.540785433643975,0.9904213298222515,1.482377176236396
6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500.0,88752,599076.0,87974.0,945345.02,164272.29,19771.27,13605.41,346269.02,36.628851125698006,0.9912340003605552,1.5780051612817072
8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750.0,17838,594540.54,18005.0,858571.95,177136.37,14178.85,48347.26,264031.4099999999,30.752391805951724,1.009362036102702,1.4440931984217593
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000.0,35922,594149.88,34901.0,842326.99,253126.18,36646.05,144929.24,248177.11,29.463274114011234,0.9715773063860587,1.4177011867779894
17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750.0,45969,578749.7100000001,44406.0,785296.94,270297.42,34961.13,123780.22,206547.22999999986,26.301799928062863,0.9659988252953077,1.3568852414630148
8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750.0,24088,577389.36,23290.0,834892.1,249582.16,2606.53,48347.26,257502.74,30.842637030581553,0.9668714712720027,1.445977632840342
12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750.0,25540,575927.0,22144.0,684455.5599999999,350154.70999999996,17438.07,123880.97,108528.55999999994,15.856187945934716,0.8670321064996085,1.188441521234462
7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750.0,25361,559210.05,24770.0,763368.2999999999,351898.27,19504.75,16978.67,204158.24999999988,26.74439716713412,0.9766965025038444,1.3650832992003628
7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750.0,19910,552900.7000000001,18637.0,665392.63,204514.67,14677.69,16978.67,112491.92999999993,16.906097983081047,0.9360622802611753,1.203457745667531
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,46257,549995.73,46511.0,923055.25,185950.74,5216.400000000001,144929.24,373059.52,40.415730261000085,1.0054910608124177,1.6782953024017113
8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750.0,27479,544908.57,27622.0,700960.78,298569.61,50751.81,18544.49,156052.21000000008,22.262616461936723,1.0052039739437388,1.2863823742027036
1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,19219,538516.38,18250.0,701171.5,345701.2,33536.43,68601.68,162655.12,23.19762283549745,0.9495811436599199,1.3020430316344322
3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750.0,28421,526072.71,27204.0,724379.96,301943.56,21421.64,257032.07,198307.25,27.376136965467683,0.9571795503325006,1.3769578733707741
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330,521320.8,41133.0,661672.67,253884.34,32383.34,8549.55,140351.87000000005,21.21167706684939,0.9278817956237311,1.269223614327301
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779,515597.76,91600.0,812899.38,143899.93,10283.26,61966.91,297301.62,36.57299135841387,0.9664588147163401,1.576615422068552
3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750.0,22352,510296.16,20847.0,632474.53,294114.64,16416.8,30234.420000000002,122178.37000000005,19.317516232629963,0.9326682176091625,1.2394263950565492
12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,15805,505601.95,15381.0,565522.1900000001,323365.62,28264.51,123880.97,59920.24000000005,10.595559477515822,0.9731730465042708,1.1185126758312542
7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,26795,497315.2,25596.0,684036.0399999999,295186.91,47031.43,38994.78,186720.8399999999,27.29693014420701,0.9552528456801642,1.3754577378692625
3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,58309,496792.68,57845.0,724360.55,188936.74,106278.68,257032.07,227567.87000000005,31.416380972155377,0.9920423948275566,1.458074120576817
17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750.0,25959,491403.87,26222.0,658689.78,288436.23,48180.15,123780.22,167285.91000000003,25.39676720048701,1.0101313609923341,1.3404244862784658
3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750.0,57575,475569.5,57067.0,648535.33,182200.23,104847.72,14069.87,172965.82999999996,26.670224735482023,0.9911767260095528,1.3637025292833118
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298,474284.16000000003,18082.0,621256.18,318571.82,33226.63,8549.55,146972.02000000002,23.657232673323268,0.9881954311946661,1.3098817805764376
480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750.0,58816,466410.88,58320.0,643474.8,167950.57,45919.42,89286.27,177063.92000000004,27.516838266238246,0.9915669205658324,1.379630766760844
9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,68084,465013.72,67195.0,695816.41,155747.37,15097.470000000001,68054.7,230802.69000000006,33.1700555898071,0.9869426003172551,1.496335226410094
3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,25998,455224.98,23008.0,575754.9199999999,288223.98,42276.159999999996,30234.420000000002,120529.93999999994,20.934244035639324,0.8849911531656282,1.2647700484274829
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274,449061.12,39387.0,658288.13,155090.72999999998,4415.6,17587.59,209227.01,31.783500334420435,0.9542811455153365,1.4659210087036705
17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750.0,48121,447044.09,46557.0,598769.43,181685.19,36656.77,123780.22,151725.34000000003,25.33952676909374,0.9674985972860082,1.3393968143052737
8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750.0,22234,441344.89999999997,22623.0,687309.77,335050.77999999997,17815.45,48347.26,245964.87000000005,35.786610453682336,1.0174957272645497,1.5573076068172536
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409,436293.3,18376.0,667168.24,306347.94,33767.5,5861.03,230874.94,34.60520542764446,0.9982073985550546,1.5291737003524923
1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500.0,47153,433807.6,46069.0,701955.59,166739.16,10347.03,79528.99,268147.99,38.20013599435828,0.977011006722796,1.6181265381242744
8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,12713,433767.56,12218.0,536414.8200000001,282790.95,22452.64,48347.26,102647.26000000007,19.135798671632536,0.9610634783292693,1.236641163299533
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227,431681.67,9713.0,572039.87,344176.98,7651.83,9654.5,140358.2,24.5364365948828,0.949740881979075,1.325142830363865
3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750.0,32375,431558.75,31816.0,606781.84,219853.86,25052.7,257032.07,175223.08999999997,28.877444651276967,0.9827335907335907,1.4060237221467529
3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750.0,44631,429350.22,44434.0,643753.66,185732.19,81641.20999999999,257032.07,214403.44000000006,33.305199383254774,0.9955860276489436,1.4993672531482576
3960,DIAGEO NORTH AMERICA INC,497,Capt Morgan Spiced Rum,14.7,19.99,1000.0,29200,429240.0,29238.0,584467.62,145247.34,30699.9,257032.07,155227.62,26.558805772679072,1.0013013698630138,1.3616336315348057
3960,DIAGEO NORTH AMERICA INC,1883,Seagrams 7 Crown,13.23,17.99,1750.0,32253,426707.19,32430.0,583415.7,227105.75999999998,59584.78,257032.07,156708.50999999995,26.860523294110866,1.0054878615942704,1.367250690104378
3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,189.99,750.0,2963,413931.10000000003,2761.0,548648.39,399868.02,2176.61,257032.07,134717.28999999998,24.554394482047048,0.9318258521768478,1.3254582465535931
17035,PERNOD RICARD USA,482,Absolut 80 Proof,14.28,21.99,1000.0,28888,412520.64,27866.0,599601.34,198436.06,29259.3,123780.22,187080.69999999995,31.200847549807005,0.9646219883688729,1.4535062778919376
3960,DIAGEO NORTH AMERICA INC,8778,Bulleit Bourbon,37.29,49.99,1750.0,10966,408922.14,10796.0,525233.04,304106.57,19841.33,257032.07,116310.90000000002,22.144627459079878,0.9844975378442459,1.2844328751678744
1128,BROWN-FORMAN CORP,1220,Woodford Reserve Bourbon,21.89,29.99,750.0,18645,408139.05,18408.0,589481.92,293510.15,14496.36,68601.68,181342.87000000005,30.76309278493224,0.987288817377313,1.4443163916807276
3960,DIAGEO NORTH AMERICA INC,2418,Crown Royal Regal Apple,16.53,22.99,750.0,24558,405943.74,24284.0,570271.16,263621.23,19122.7,257032.07,164327.42000000004,28.815663762480998,0.9888427396367783,1.4048034340916307
1392,CONSTELLATION BRANDS INC,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500.0,69263,404495.92,68667.0,686725.33,148661.02,15427.26,79528.99,282229.41,41.09785931443653,0.9913951171621211,1.6977311662377212
660,SAZERAC NORTH AMERICA INC.,3684,Fleischmanns Royal Vodka,7.68,9.99,1750.0,52351,402055.68,51954.0,527560.96,156288.16,95452.87,17932.33,125505.27999999997,23.789720907324146,0.9924165727493267,1.3121589527102315
3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750.0,46387,401711.42,45608.0,558344.6900000001,124562.16,5114.6,61966.91,156633.27000000008,28.053149390567334,0.983206501821631,1.3899149045849881
8004,SAZERAC CO INC,3246,Bentley's Vodka,6.71,8.79,1750.0,59841,401533.11,59245.0,520763.55,136913.03999999998,108849.58,50293.62,119230.44,22.895312085494464,0.9900402733911532,1.2969380034438505
17035,PERNOD RICARD USA,8339,The Glenlivet 12 Yr Single,30.21,42.99,750.0,13250,400282.5,12463.0,544906.37,335249.38,9818.56,123780.22,144623.87,26.54104961188103,0.9406037735849057,1.361304503694266
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750.0,27186,399634.2,26178.0,571763.22,228705.94999999998,20614.87,5861.03,172129.01999999996,30.10494798878458,0.9629220922533657,1.4307164401845487
3960,DIAGEO NORTH AMERICA INC,1869,Oban 14-Yr Single Malt,40.14,54.99,750.0,9892,397064.88,9219.0,549291.81,302801.33,7262.52,257032.07,152226.93000000005,27.71330779535927,0.9319652244237768,1.3833804943917478
8112,MOET HENNESSY USA INC,8622,Dom Perignon,87.09,145.99,750.0,4544,395736.95999999996,4127.0,589317.73,312139.21,459.15000000000003,48347.26,193580.77000000002,32.84828542321305,0.9082306338028169,1.489165252596068
3960,DIAGEO NORTH AMERICA INC,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750.0,7821,388078.02,7644.0,550740.5599999999,334191.73,6022.61,257032.07,162662.53999999992,29.535238879083092,0.9773686229382432,1.4191490669840048
480,BACARDI USA INC,508,Bacardi Superior Rum,9.77,12.99,1000.0,38957,380609.89,38335.0,522309.15,123060.88,40251.75,89286.27,141699.26,27.12938496290942,0.984033678157969,1.3722952653700091
3924,HEAVEN HILL DISTILLERIES,1180,Evan Williams Black Label B,13.07,16.99,1750.0,29070,379944.9,28291.0,543425.09,233334.65,51982.14,14069.87,163480.18999999994,30.083298141423683,0.973202614379085,1.4302734159611037
8112,MOET HENNESSY USA INC,4673,Hennessy VS Cognac,46.66,69.99,1750.0,8132,379439.12,8118.0,549271.82,225142.97999999998,14917.3,48347.26,169832.69999999995,30.91960916545837,0.9982784062961141,1.4475887989620047
1128,BROWN-FORMAN CORP,2143,Canadian Mist,10.07,12.99,1750.0,37653,379165.71,37763.0,518089.37,180374.16,69382.94,68601.68,138923.65999999997,26.81461308499728,1.0029214139643587,1.36639299476738
4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750.0,7505,377726.65,7612.0,534970.9199999999,222174.11,849.1700000000001,144929.24,157244.2699999999,29.393049999801846,1.014257161892072,1.4162911724655909
17035,PERNOD RICARD USA,2646,Chivas Regal,43.3,58.99,1750.0,8702,376796.6,8233.0,462119.67,267131.53,15131.22,123780.22,85323.07,18.463414465781128,0.9461043438290049,1.2264433118557865
7245,PROXIMO SPIRITS INC.,8691,Jose Cuervo Especial,11.9,14.99,750.0,31495,374790.5,31383.0,494108.17,216863.36,24709.81,38994.78,119317.66999999998,24.14808684503233,0.9964438799809494,1.3183583095089122
3960,DIAGEO NORTH AMERICA INC,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750.0,17755,369126.45,17633.0,482985.67,267976.32999999996,32401.76,257032.07,113859.21999999997,23.574036886021894,0.9931286961419319,1.3084558692556438
1485,CASTLE BRANDS CORP.,4225,Goslings Black Seal Bermuda,18.37,24.99,1750.0,20089,369034.93,20179.0,522535.20999999996,230329.08,37080.62,8497.59,153500.27999999997,29.376064437839506,1.0044800637164617,1.415950544302134
1392,CONSTELLATION BRANDS INC,6479,Clos du Bois Chard,5.95,8.99,750.0,61869,368120.55,61253.0,567452.47,110538.35,6872.1900000000005,79528.99,199331.91999999998,35.1275094458572,0.9900434789636167,1.541485445460733
4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750.0,24202,363756.06,23843.0,485688.56999999995,237850.83999999997,43809.65,144929.24,121932.50999999995,25.105081225197445,0.9851665151640361,1.3352040650539263
